dimension,value,rows,mae,rmse,r2,smape_pct
local_hour,10,7860,3.4672383575246917,7.7981327435266685,0.9754518173051153,87.86518732782544
local_hour,11,7860,3.4328721990872064,8.119072384043388,0.9778480300282651,87.4473502974807
local_hour,12,7860,3.701528248697335,9.640730739872348,0.9734099059321046,86.50697224971628
local_hour,13,7860,3.6936232976401806,8.939398330795829,0.9784857831838749,87.1285827635657
local_hour,14,7860,4.119535783353027,10.5924066029653,0.9760324154603575,86.52583612011586
local_hour,15,7860,4.077731970171621,10.495007848654339,0.9784451485905038,89.19328294280223
local_hour,16,7860,4.353380027267186,11.18692515622652,0.9763618556049338,90.45124967806511
local_hour,17,7860,4.561852117639856,11.652824560004934,0.9789974987881446,93.2353286269902
local_hour,18,7860,4.443038632550264,11.354638070233571,0.9806323050838579,97.76219871881283
local_hour,19,7860,4.312762113509736,11.77588719949269,0.9724929087901503,106.84813053072072
local_hour,20,7860,4.224302914086389,11.59463699491237,0.9722821473530533,110.17252413168117
local_hour,21,7860,4.8893211088800275,14.805477739530689,0.9632008536548745,111.45168396938502
local_hour,22,7860,5.032836246129439,14.960014434337516,0.9578008341551391,111.54509343198617
local_hour,23,7860,4.6428892633694225,13.887438391300698,0.9444266338202421,115.24991658267345
weekday,0,25152,3.273457614171498,9.130313487289383,0.9673179689622438,106.2127790079975
weekday,1,25152,3.1739058945403023,9.248209109081477,0.9750608578424731,105.57456749629344
weekday,2,31440,3.319401339253134,9.480524207914165,0.9750223730931941,103.90551776322216
weekday,3,31440,3.352394447977995,9.136389400172938,0.9780241611129858,102.05865411932291
weekday,4,25152,3.5953382248675902,9.751826279672054,0.9688928754345821,100.10529316415935
weekday,5,25152,3.898066941019044,10.460214380493602,0.9712751458571043,104.52793774599681
weekday,6,25152,3.819434445160865,10.749039127614171,0.9572984216682213,106.5167578296959
rush_hour,0,154056,3.3499733112391827,9.686639061786476,0.9688495111994598,108.33652245366154
rush_hour,1,34584,4.059171870878705,9.758008261177498,0.9791868313355407,84.96825459537989
demand_band,"(-inf, 1.0]",99543,0.5989562421288267,0.9861933537439429,-4.046536216794207,163.04563078181744
demand_band,"(1.0, 8.0]",45975,1.7776540802938192,2.4246708110353694,-0.7325349345592158,53.39539683921304
demand_band,"(288.0, inf]",1889,43.36190553174148,58.12869161139479,0.6403052242305919,11.819425374350615
demand_band,"(57.0, 288.0]",17347,17.058087115401538,23.253138301823856,0.8418153958769473,13.55838537049147
demand_band,"(8.0, 57.0]",23886,5.748097803176099,8.232043676389385,0.6204110843445012,28.719945570483357
